slug;title;description;cover_url;language;bunny_url
meu-marido-roubou-meu-vestido;Meu Marido roubou meu Vestido;O vestido sumiu e junto com ele sumiu a última barreira que os separava. O que o marido fez com ele revelou muito mais do que qualquer conversa poderia — e forçou os dois a falar sobre o que haviam evitado por tempo demais.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769260203741-mlx1l.jpg;legendado;https://doramasplus.b-cdn.net/Meu%20Marido%20roubou%20meu%20Vestido.mp4
a-jornada-de-um-herdeiro;A Jornada de um Herdeiro!;Herdeiro de um legado que nunca pediu, ele parte em uma jornada para descobrir se o homem que se tornará é digno do nome que carrega. No caminho, encontra muito mais do que respostas — encontra a si mesmo.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769345061411-m3w3j.jpg;legendado;https://doramasplus.b-cdn.net/A%20Jornada%20de%20um%20Herdeiro.mp4
alma-gemea-indesejada;Alma Gêmea Indesejada;O universo os uniu como almas gêmeas — mas nenhum dos dois pediu por isso. Entre a resistência de um e a negação do outro, o destino vai precisar ser mais teimoso do que os dois juntos.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769259355744-7wwscb.jpg;dublado;https://doramasplus.b-cdn.net/Alma%20G%C3%AAmea%20Indesejada.mp4
apaixonando-se-pelo-marido-de-outra-mulher;Apaixonando-se Pelo marido de outra Mulher;Ela sabia que era errado desde o primeiro pensamento. Mas o coração não pediu permissão para se apaixonar pelo homem que pertencia a outra — e agora ela precisa lidar com o peso de um amor que não deveria existir.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769173802775-sjmf5.jpg;dublado;https://doramasplus.b-cdn.net/Apaixonando-se%20Pelo%20marido%20de%20outra%20Mulher.mp4
ultimas-palavras-do-amor;Últimas palavras do Amor;Três anos atrás, um casamento arranjado uniu dois corações em descompasso: Quando Rita Silva mais amava, Vitor Gomes mais odiava. No dia em que foi diagnosticada com câncer, ela flagrou a 99ª traição dele e pediu o divórcio com cinco promessas. Sob o título de pintora Rina, ela iniciou a vingança que desvendou um acidente de carro e sabotagem da medicação, desmascarando Julia Branco, amor incomparável de Vitor. Vitor se arrependeu, mas Rita já deu um último adeus angustiante;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769261614606-dnhgp5.jpg;dublado;https://doramasplus.b-cdn.net/Ultimas%20palavras%20do%20Amor.mp4
how-to-conquer-the-celibate-lawyer-como-conquistar-o-advogado-celibatario;How to Conquer the Celibate Lawyer/ Como Conquistar o Advogado Celibatário;Ele escolheu o celibato como escudo — e ela apareceu como a única ameaça que ele não sabia como bloquear. Conquistar um advogado que jurou não sentir nada é o desafio mais improvável e mais irresistível que ela já topou.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769263527527-sh364.jpg;dublado;https://doramasplus.b-cdn.net/How%20to%20Conquer%20the%20Celibate%20Lawyer%20Como%20Conquistar%20o%20Advogado%20Celibat%C3%A1rio.mp4
maldicao-da-verdadeira-filha;Maldição da Verdadeira Filha;A verdadeira filha carregava uma maldição que não pediu — e o peso de uma identidade que roubaram dela antes que soubesse seu próprio nome. Quando a verdade emerge, a maldição começa a parecer muito mais com uma coroa.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1773093053340-cav1lg.jpg;dublado;https://doramasplus.b-cdn.net/Maldi%C3%A7%C3%A3o%20da%20Verdadeira%20Filha.mp4
uau-minha-esposa-mendiga-e-uma-lenda;Uau! Minha Esposa mendiga é uma Lenda;Lívia era a fundadora e presidente do Gropo Futuro, além de uma das maiores elites do mundo e uma lendária piloto. Depois de conquistar fama e sucesso, ela decidiu assumir uma responsabilidade social: apoiar pessoas verdadeiramente virtuosas. Para isso, ela passou a se disfarçar de mendiga e pedir esmolas nas ruas, observando quem estaria disposto a ajudá-la. Àqueles que estendessem a mão, ela daria uma grande fortuna e uma oportunidade que poderia mudar suas vidas.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769263054247-jzpznl.jpg;dublado;https://doramasplus.b-cdn.net/Uau!%20Minha%20Esposa%20mendiga%20%C3%A9%20uma%20Lenda.mp4
apaixonada-por-um-fazendeiro-e-pai-solteiro;Apaixonada por um Fazendeiro e pai Solteiro;A avó e a irmã ardilosas de Natalie casam ela à força com um fazendeiro do interior, Rhett. Ele é pai solteiro e cuida de uma filha muda, Ellie. A presença de Natalie não é bem recebida, e ela é rejeitada por Ellie e pela vizinha. Com o tempo, ela descobre que a vizinha está abusando de Ellie. Ela desenvolve um laço com Ellie, que se aprofunda quando Ellie fala pela primeira vez para salvar ela. Mas, à medida que Natalie começa a se adaptar, novos problemas surgem. Ellie sofre bullying na escola, e Natalie se envolve em conflitos que envolvem tanto sua antiga família quanto sua nova. Ela jura proteger o amor e a família que construiu com tanto esforço.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1767629243088-knqpdw.jpg;dublado;https://doramasplus.b-cdn.net/Apaixonada%20por%20um%20Fazendeiro%20e%20pai%20Solteiro.jpg.mp4
danca-da-vinganca-vinganca-da-herdeira-do-ballet-vinganca-no-palco;Dança da Vingança/ Vingança da Herdeira do Ballet/ Vingança no Palco;Alicia, bailarina de balé e herdeira secreta, foi traída por seu marido Jeffrey e por Roxie. Com a ajuda de Adam Charles, ela os desmascarou, recuperou seu lugar e destruiu o império de Jeffrey.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769265450915-qsdt2s.jpg;dublado;https://doramasplus.b-cdn.net/Dan%C3%A7a%20da%20Vingan%C3%A7a%20Vingan%C3%A7a%20da%20Herdeira%20do%20Ballet%20Vingan%C3%A7a%20no%20Palco.mp4
nao-desafie-a-senhora-bilionaria;Não desafie a senhora Bilionária;Uma poderosa CEO esconde sua identidade por amor, dedicando sete anos ao namorado, Charles, apenas para ser abandonada em busca de lucro. Em busca de vingança, ele entra em um casamento turbulento com seu chefe, Tristian.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769340651617-5smxg9.jpg;dublado;https://doramasplus.b-cdn.net/N%C3%A3o%20desafie%20a%20Senhora%20bilionaria.mp4
7-anos-em-7-dias;7 Anos em 7 Dias;Sete anos separam dois destinos que nunca deveriam se cruzar novamente. Quando o passado retorna em apenas sete dias, sentimentos enterrados voltam à tona com uma força impossível de ignorar.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769264561272-rh48gq.jpg;dublado;https://doramasplus.b-cdn.net/7%20Anos%20em%207%20Dias.mp4
as-verdades-ocultas-reviravolta-do-coracao-noite-sem-sono;As Verdades Ocultas/ Reviravolta do Coração/ Noite sem Sono;Por trás de cada sorriso há uma verdade oculta esperando para virar tudo de cabeça pra baixo. Numa noite sem sono, o coração finalmente decide parar de esconder o que sempre soube — e a reviravolta é inevitável.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769263926496-hqwka.jpg;dublado;https://doramasplus.b-cdn.net/As%20Verdades%20Ocultas%20Reviravolta%20do%20Cora%C3%A7%C3%A3o%20Noite%20sem%20Sono.mp4
jurisgostosa-e-seu-chefe-de-gelo;Jurisgostosa e seu chefe de Gelo;Uma noite sem compromisso com o bilionário Leo Varela deixa a estudante de Direito Sandra Estevão grávida. Sua irmã Ana rouba sua identidade e se casa com ele.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769345496059-b18py.jpg;dublado;https://doramasplus.b-cdn.net/Jurisgostosa%20e%20seu%20chefe%20de%20Gelo.mp4
meu-filho-e-meu-pai;Meu filho é meu Pai!;A confusão de identidades entre pai e filho levou a uma reviravolta que ninguém na família estava preparado para absorver. Quando a verdade finalmente se estabelece, os laços que pareciam simples se revelam infinitamente mais profundos.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1773147026869-hbb4l8.jpg;dublado;https://doramasplus.b-cdn.net/Meu%20filho%20%C3%A9%20meu%20Pai!.mp4
o-escandalo-da-lider-de-torcida;O Escândalo da Líder de Torcida;Ela era a líder de torcida mais popular da escola — até que o escândalo veio à tona. O que parecia ser o fim da sua reputação se torna o começo de uma história que ela nunca esperava viver.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769868481477-tyqqwk.jpg;dublado;https://doramasplus.b-cdn.net/O%20Esc%C3%A2ndalo%20da%20L%C3%ADder%20de%20Torcida.mp4
nono-principe-e-deusa-da-guerra;Nono Príncipe e Deusa da Guerra;O nono príncipe sempre foi ignorado pela corte. Mas quando a deusa da guerra cruza seu caminho, o equilíbrio de poder muda — e um amor inesperado nasce entre batalhas e segredos.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769869831796-gnn09h.jpg;dublado;https://doramasplus.b-cdn.net/Nono%20Pr%C3%ADncipe%20e%20Deusa%20da%20Guerra.mp4
o-bilionario-viciado-em-sexo-e-sua-terapeuta;O Bilionário Viciado em sexo e sua Terapeuta;Ela foi contratada para tratar dele. Ele foi treinado para nunca se apegar. Mas entre sessões e segredos, os limites profissionais começam a desaparecer de forma que nenhum dos dois esperava.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769982463420-6rlgzo.jpg;legendado;https://doramasplus.b-cdn.net/O%20Bilion%C3%A1rio%20Viciado%20em%20sexo%20e%20sua%20Terapeuta.mp4
o-caminho-da-liberdade-a-arte-de-libertar-se;O Caminho da Liberdade a Arte de Libertar-Se;Liberdade não se ganha — se conquista. Ela parte em busca de um caminho próprio, longe das correntes que a prenderam por tanto tempo, descobrindo ao longo da jornada quem ela realmente é.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1770304832866-7838ig.jpg;dublado;https://doramasplus.b-cdn.net/O%20Caminho%20da%20Liberdade%20a%20Arte%20de%20Libertar-Se.mp4
o-destino-de-olhos-diferentes;O Destino de Olhos Diferentes;Seus olhos eram diferentes — e esse detalhe guardava um destino que ela nunca imaginara. Entre mistério e descoberta, ela aprende que o que a faz única é exatamente o que vai salvá-la.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1771623316587-gg2ma.jpg;dublado;https://doramasplus.b-cdn.net/O%20Destino%20de%20Olhos%20Diferentes.mp4
o-alfa-supremo-e-sua-companheira-rejeitada-reconquista-do-alfa;O Alfa Supremo e sua Companheira Rejeitada/ Reconquista do Alfa;Rejeitada e humilhada, ela era a última que alguém esperaria ao lado do alfa supremo. Mas o destino tem suas próprias regras — e a reconquista que se segue vai surpreender a todos.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1771530363137-wi5zkx.jpg;dublado;https://doramasplus.b-cdn.net/O%20Alfa%20Supremo%20e%20sua%20Companheira%20Rejeitada.mp4
o-curador-milagroso;O Curador Milagroso;Ele cura o que a medicina não consegue explicar. Mas quando o caso mais difícil da sua vida aparece, o curador milagroso descobre que alguns ferimentos só o amor é capaz de sarar.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1771767124688-i8vp0s.jpg;dublado;https://doramasplus.b-cdn.net/O%20Curador%20Milagroso.mp4
nao-com-boca-de-praga-sou-pe-quente-a-pequena-azarada-de-sorte;Não com Boca de Praga, Sou Pé-Quente!/ A Pequena Azarada de Sorte;Tida como azarada por todos, ela surpreende a todos quando sua chamada sorte começa a mudar o rumo de tudo — inclusive do coração do homem que menos esperava acreditar nela.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1771770758558-odfu38.jpg;dublado;https://doramasplus.b-cdn.net/N%C3%A3o%20com%20Boca%20de%20Paga%2C%20Sou%20P%C3%A9-Quente!%20A%20Pequena%20Azarada%20de%20Sorte.mp4
nao-te-metas-coma-a-mae-bilionaria-nao-mexa-com-a-mae-bilionaria;Não te Metas coma a Mãe Bilionária/ Não Mexa com a mãe Bilionária;Ela é poderosa, rica e não aceita desaforo de ninguém. Quando alguém resolve cruzar seu caminho sem saber com quem está lidando, descobre na pele o que significa mexer com a mãe bilionária.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1772225884576-7zrjo.jpg;legendado;https://doramasplus.b-cdn.net/N%C3%A3o%20te%20Metas%20coma%20a%20M%C3%A3e%20Bilion%C3%A1ria%20N%C3%A3o%20Mexa%20com%20a%20m%C3%A3e%20Bilion%C3%A1ria.mp4
nova-paixao-dela-seu-novo-amor-her-new-flame;Nova Paixão Dela/ Seu novo Amor/ Her new Flame;Depois de tudo que passou, ela acreditava que não havia mais espaço em seu coração. Então ele chegou — e o que parecia impossível se tornou a mais nova e intensa chama da sua vida.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1772637083945-31fqda.jpg;dublado;https://doramasplus.b-cdn.net/Nova%20Paix%C3%A3o%20Dela%2C%20Seu%20novo%20Amor%2C%20Her%20new%20Flame.mp4
natal-com-meu-rei-da-mafia;Natal com meu rei da Máfia;Aroura é atraída para Nova York pelo pai, que pretende vendê-la. No trem, salva Vittorio, o rei da máfia ferido. Ele se torna seu protetor obsessivo, eliminando todos os inimigos. Entre traições e balas, persegue sua noiva. Juntos, sobem, intocáveis pelo amor.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769346126660-6p441.jpg;dublado;https://doramasplus.b-cdn.net/Natal%20com%20meu%20rei%20da%20M%C3%A1fia.mp4
reencarnei-mas-nao-sou-a-noiva;Reencarnei mas não sou a Noiva;Gabriel Tavares, patriarca da família Tavares e herdeiro do Imperial, manipulou o ritual do fio vermelho. Sua noiva, Ana Prado, caiu na maldição, cega pela ambição, enquanto Juliana Lima, reencarnada, tentou romper esse destino imposto.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769348225957-8nehr.jpg;dublado;https://doramasplus.b-cdn.net/Reencarnei%20mas%20n%C3%A3o%20sou%20a%20Noiva.mp4
divorcio-relampago-o-exercito-e-poder-sao-meus;Divórcio Relâmpago: O Exército e poder são Meus;Após se recuperar, Laura retorna e descobre uma assessora, Camila, tentando tomar seu lugar ao lado do marido, o Comandante Hugo. Ferida pelos dois, ela se divorcia e retoma o controle do exército e tudo que é seu.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769432796408-mcgy9n.jpg;legendado;https://doramasplus.b-cdn.net/Div%C3%B3rcio%20Rel%C3%A2mpago%2C%20O%20Ex%C3%A9rcito%20e%20poder%20s%C3%A3o%20Meus.mp4
mais-forte-que-o-destino;Mais forte que o Destino;O destino parecia ter planos demais para uma só pessoa. Mas ela era exatamente o tipo que não aceita ser roteirizada — e quando a história que o destino escreveu não a satisfez, ela pegou a caneta e reescreveu.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769348796822-kux1pn.jpg;dublado;https://doramasplus.b-cdn.net/Mais%20forte%20que%20o%20Destino.mp4
divorciada-enfim-encontro-o-homem-perfeito;Divorciada, Enfim encontro o Homem Perfeito;Após uma traição brutal, Hazel perde o casamento, o filho e a própria dignidade. No fundo do poço, ela reencontra Evan, um homem poderoso que a ajuda a reconstruir sua carreira, recuperar o amor-próprio e assumir o controle do próprio destino.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769440999704-6rfed5.jpg;legendado;https://doramasplus.b-cdn.net/Divorciada%2C%20Enfim%20encontro%20o%20Homen%20Perfeito.mp4
olho-da-fortuna;Olho da Fortuna;Um jovem comum chamado Rafael Moreira vive uma sequência de fracassos na vida. Sua noiva o trai e o abandona por causa da sua falta de dinheiro. Mas um dia, ele acaba adquirindo, por acaso, o “Olho da Fortuna” — um poder extraordinário capaz de enxergar o verdadeiro valor de todas as coisas...;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769538033733-kw094v.jpg;legendado;https://doramasplus.b-cdn.net/Olho%20da%20Fortuna.mp4
papai-e-o-rei-vampiro;Papai é o Rei Vampiro;Quando ela descobriu que o pai dos filhos é o rei dos vampiros, a vida que conhecia foi por água abaixo. Agora precisa aprender a sobreviver num mundo sobrenatural enquanto protege quem ama.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769347555693-vuincj.jpg;dublado;https://doramasplus.b-cdn.net/Papai%20%C3%A9%20o%20Rei%20Vampiro.mp4
adeus-meus-irmaos;Adeus Meus Irmãos;Uma despedida que não deveria acontecer, irmãos que o destino separou e um reencontro que vai custar mais do que qualquer um está disposto a pagar. O adeus mais difícil é aquele que nunca foi dito direito.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769436158209-adgwig.jpg;dublado;https://doramasplus.b-cdn.net/Adeus%20Meus%20Irm%C3%A3os.mp4
seduzindo-o-sr-larsen;Seduzindo o Sr. Larsen;Sr. Larsen nunca foi fácil de lidar. Mas há algo nele que ela não consegue ignorar — uma tensão que cresce a cada encontro e que vai se tornando mais difícil de fingir que não existe.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769538550036-qfs07o.jpg;legendado;https://doramasplus.b-cdn.net/Seduzindo%20o%20Sr.%20Larsen.mp4
o-perigoso-anjo-da-guarda;O Perigoso anjo da Guarda;Ele foi designado para protegê-la — mas ninguém avisou que o anjo da guarda seria o maior perigo que ela já enfrentou. Entre tensão e atração, a linha entre proteção e obsessão começa a desaparecer.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769460653254-2avuks.jpg;dublado;https://doramasplus.b-cdn.net/O%20Perigoso%20Anjo%20da%20Guarda.mp4
ela-nunca-foi-comum;Ela Nunca foi Comum;Criada como herdeira da família Silva, a Yara é expulsa quando a verdadeira filha, a Luna, aparece. Achando que venceu, a Luna entra num jogo perigoso. Longe do luxo, a Yara encontra sua família biológica: simples, mas leal. Enquanto muda o destino dos Xavier, ela devolve cada ataque — e deixa o mundo descobrir quem ela realmente é.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769556453789-5xk68a.jpg;dublado;https://doramasplus.b-cdn.net/Ela%20Nunca%20foi%20Comum.mp4
professor-isso-tem-que-ficar-entre-nos;Professor isso tem que ficar entre Nós;Ellie está vivendo uma vida dupla: estudante de dia e stripper mascarada à noite. Quando o charmoso Jackson Steele entra no clube, Ellie escolhe ele como o seu novo cliente favorito. Porém, quando Ellie se apercebe que Jackson é seu professor da faculdade, ela entende que precisa lutar contra a atração crescente entre ambos. Será que Ellie vai conseguir manter a sua vida dupla? Ela vai conseguir resistir ao seu professor que a observa dançar todas as noi;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769558866251-3xtqy9.jpg;dublado;https://doramasplus.b-cdn.net/Professor%20isso%20tem%20que%20ficar%20entre%20N%C3%B3s.mp4
minha-paixao-virtual-e-meu-chefe;Minha Paixão virtual é meu Chefe;Por meses ela conversou com ele virtualmente sem saber quem era no mundo real. Quando a identidade do chefe foi revelada, tudo que havia construído online precisou ser enfrentado cara a cara — com muito mais sentimento do que era confortável.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1770472667204-7uoqvo.jpg;legendado;https://doramasplus.b-cdn.net/Minha%20Paix%C3%A3o%20virtual%20%C3%A9%20meu%20Chefe.mp4
capita-mirin-ao-comando-uma-vitoria-celeste;Capitã-Mirin ao Comando: Uma Vitória Celeste;Márcia, a primeira capitã de Solaris, renasce como Amanda, de 9 anos. Durante um voo crítico com explosão dos motores, ela assume os controles com sua experiência passada e executa um pouso forçado extraordinário, chocando a aviação. Após a façanha, enfrenta roubo de méritos, desconfiança da mídia e concorrentes. Com habilidades excepcionais, desmascara os enganos, retorna ao design aeronáutico e cria a lenda da aeronave Lídia-I.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769614303896-oqee85.jpg;dublado;https://doramasplus.b-cdn.net/Capit%C3%A3-Mirin%20ao%20Comando%20Uma%20Vit%C3%B3ria%20Celeste.mp4
entre-seducao-e-ambicao;Entre Sedução e Ambição;O empresário Conrado Sousa leva o motorista Félix Lins para sua casa. Sua amante Jóia Queirós desperta nele ambição por riqueza, levando-o a seduzir Cília Silva, esposa de Conrado. Quando o plano de fazer Cília perder tudo no divórcio é descoberto, consequências graves surgem. Félix tem uma revelação sobre honestidade;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769615921698-f8xycb.jpg;dublado;https://doramasplus.b-cdn.net/Entre%20Sedu%C3%A7%C3%A3o%20e%20Ambi%C3%A7%C3%A3o.mp4
quando-o-amor-amanhece;Quando o amor Amanhece;O amor não chegou de noite — chegou na primeira luz da manhã, devagar e sem avisos. Uma história sobre o tipo de sentimento que cresce silencioso até preencher todos os espaços que você nem sabia que tinha.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769614822693-9aj8f.jpg;dublado;https://doramasplus.b-cdn.net/QUANDO%20O%20AMOR%20AMANHECE%20(DUBLADO).mp4
baba-ex-presidiaria-e-pai-solteiro-bilionario-ex-convict-nanny-billionaire-single-dad;Baba Ex-Presidiária e Pai Solteiro Bilionário/ Ex-Convict Nanny & Billionaire Single Dad;Após ser presa e traída pelo noivo, uma mulher dá à luz na cadeia, mas dizem que o bebê morreu. Anos depois, livre, ela trabalha como babá da filha de um bilionário, sem saber que é sua própria filha.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769784284619-ds7ytq.jpg;dublado;https://doramasplus.b-cdn.net/Ex%20Presidiaria%20baba%20e%20Pai%20Solteiro%20Bilionario.mp4
nao-e-sua-filha-esta-noite-a-noite-em-que-parei-de-te-chamar-de-tio;Não é sua filha esta Noite/ A Noite em que parei de te chamar de Tio;Uma noite muda tudo entre eles. O que parecia ser uma relação proibida se revela mais complexa do que qualquer um imaginou — e os laços do passado não são tão fáceis de cortar.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769542473942-efjf1e.jpg;dublado;https://doramasplus.b-cdn.net/N%C3%A3o%20%C3%A9%20sua%20filha%20esta%20Noite%20A%20Noite%20em%20que%20parei%20de%20te%20chamar%20de%20Tio.mp4
o-retorno-do-pai;O Retorno do Pai;Ele foi embora quando mais era preciso. Anos depois, o pai volta pedindo uma chance que talvez não mereça. Entre mágoa e saudade, os filhos precisam decidir o que fazer com um amor que nunca foi simples.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769557905460-pv19j.jpg;dublado;https://doramasplus.b-cdn.net/O%20Retorno%20do%20Pai.mp4
justica-nas-sombrass;Justiça nas Sombrass;Sem Sinopse Justiça nas Sombras assistir online;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1774710191664-cwcwb6.jpg;dublado;https://doramasplus.b-cdn.net/Justi%C3%A7a%20nas%20Sombras.mp4
a-chance-de-redencao;A Chance de Redenção;Sem Sinopse A Chance de Redenção Assistir Online;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1775524517624-a4li8c.jpg;dublado;https://doramasplus.b-cdn.net/A%20CHANCE%20DA%20REDEN%C3%87%C3%83O(DUBLADO).mp4
segredos-sob-a-saia;Segredos sob a Saia;Sem Sinopse Segredos sob a Saia Assistir Online;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1775841734363-fkz0kr.jpg;dublado;https://doramasplus.b-cdn.net/Segredos%20sob%20a%20Saia.mp4
viver-feliz-apos-o-divorcio;Viver Feliz Após o Divórcio;"Há três anos, Avery, a filha mais nova da família médica Harrington, casou com Bernard Whitmore, o homem que lhe salvou a vida e o ajudou secretamente a tornar-se diretor do hospital. No entanto, antes de dar à luz, descobre que Bernard é próximo de Eleanor Hart, e que o filho de Eleanor, Lucas, tem o apelido Whitmore e trata Bernard por papá. Desolada, Avery recorre ao apoio dos irmãos e dá à luz a filha Lila sozinha. Bernard interpreta erradamente Avery como uma traição. O conflito intensifica-se, levando ao divórcio. Avery retoma a sua carreira médica e parte com Lila enquanto Bernard ainda ama profundamente Avery mas o dano causado em Avery e Lila é irreparável. A verdade desconhecida por Avery é que Bernard não traiu; Leonor e Lucas são viúva e filho de John - homem quem salvou vida para ele (Bernard). Ele cuida eles por gratidão mas Eleanor planeia substituir ela (Avery) como esposa dele";https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769617184238-5fmbf3.jpg;dublado;https://doramasplus.b-cdn.net/Viver%20Feliz%20Ap%C3%B3s%20o%20Div%C3%B3rcio.mp4
de-novo-nao;De novo Não;"Ela disse que não aguentaria de novo — e acreditou nisso com toda força. Mas quando ele voltou diferente, ou ela estava diferente, ficou impossível saber se o ""de novo não"" ainda era uma decisão ou só um medo disfarçado.";https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769621504609-aze208.jpg;dublado;https://doramasplus.b-cdn.net/De%20novo%20N%C3%A3o.mp4
a-vida-dupla-do-meu-marido-bilionario;A Vida dupla do meu marido Bilionário;Sebastian Klein, um perdedor que saiu da prisão. Ele é considerado um candidato indesejável para qualquer mulher, mas Natalie ignorou os rumores e se casou com ele, sem saber que havia se casado com um multimilionário.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769695110781-6rnetk.jpg;dublado;https://doramasplus.b-cdn.net/A%20vida%20dupla%20do%20meu%20marido%20Bilion%C3%A1rio.mp4
na-vespera-do-casamento-troquei-o-noivo;Na Véspera do Casamento, Troquei o Noivo;Na véspera do casamento, ela olhou para o noivo e soube. Trocar de noivo às vésperas do altar exige uma coragem que poucos têm — e uma clareza sobre o que se quer que a maioria só encontra depois que é tarde demais.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769620067591-3dltv.jpg;legendado;https://doramasplus.b-cdn.net/Na%20V%C3%A9spera%20do%20Casamento%2C%20Troquei%20o%20Noivo.mp4
aluguei-um-marido-bilionario-para-o-natal;Aluguei um Marido Bilionário para o Natal;Sete anos atrás, eles ficaram uma noite. Agora, vivem um casamento de fachada — e têm um filho que ele nem sabe que é seu.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769698238755-r981s3.jpg;dublado;https://doramasplus.b-cdn.net/Aluguei%20um%20Marido%20Bilion%C3%A1rio%20para%20o%20Natal.mp4
recomeco-nos-anos-80;Recomeço nos Anos 80;"
Uma história envolvente de segundas chances, escolhas que mudam destinos e um novo começo em uma década inesquecível. 💿❤️
";https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769701719010-8vtujc.jpg;dublado;https://doramasplus.b-cdn.net/Recome%C3%A7o%20nos%20Anos%2080.mp4
a-devoradora-de-livros-e-o-bilionario;A Devoradora de Livros e o Bilionário;Ela devorava romances como quem busca a vida que não tem — até que o próprio bilionário dos seus livros favoritos apareceu diante dela. A realidade, descobriu, é muito mais complicada e emocionante do que qualquer ficção.;https://fbngdxhkaueaolnyswgn.supabase.co/storage/v1/object/public/covers/covers/1769698945963-pvpp5k.jpg;legendado;https://doramasplus.b-cdn.net/A%20Devoradora%20de%20Livros%20e%20o%20Bilion%C3%A1rio.mp4
